"participant"	"speechrate"	"item"	"syntax"	"tapped"	"released"	"vowelduration"	"segmentAfterDuration"	"pause"	"trial"	"vowel"	"file"	"text"
1296	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.09	0	10	"IH0"	"nogritfast_1296_8_1.wav"	"While you blit, Ernie will be studying."
1297	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.11	0.09	0	24	"IH0"	"nogritfast_1297_8_1.wav"	"While you blit, Ernie will be studying."
1333	"fast"	8	"intransitive"	"Not Tapped"	"Released"	0.09	0.04	0	9	"IH0"	"nogritfast_1333_8_1.wav"	"While you blit, Ernie will be studying."
1334	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.07	0.08	0	11	"IH0"	"nogritfast_1334_8_1.wav"	"While you blit, Ernie will be studying."
1335	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.05	0.07	0	28	"IH0"	"nogritfast_1335_8_1.wav"	"While you blit, Ernie will be studying."
1336	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.09	0	3	"IH0"	"nogritfast_1336_8_1.wav"	"While you blit, Ernie will be studying."
1337	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.07	0.08	0	5	"IH0"	"nogritfast_1337_8_1.wav"	"While you blit, Ernie will be studying."
1338	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.03	0.06	0	30	"IH0"	"nogritfast_1338_8_1.wav"	"While you blit, Ernie will be studying."
1339	"fast"	8	"intransitive"	"Tapped"	"Unreleased"	0.03	0.09	0	21	"IH0"	"nogritfast_1339_8_1.wav"	"While you blit, Ernie will be studying."
1340	"fast"	8	"intransitive"	"Not Tapped"	"Unreleased"	0.06	0.07	0	1	"IH0"	"nogritfast_1340_8_1.wav"	"While you blit, Ernie will be studying."
1350	"fast"	8	"intransitive"	"Not Tapped"	"Released"	0.03	0.11	0	12	"IH0"	"nogritfast_1350_8_1.wav"	"While you blit, Ernie will be studying."
435	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.03	0.04	0	22	"IH0"	"nogritfast_435_8_2.wav"	"When you blit Ernie, Mike will be studying."
593	"fast"	8	"transitive"	"Tapped"	"Unreleased"	0.04	0.06	0	4	"IH0"	"nogritfast_593_8_2.wav"	"When you blit Ernie, Mike will be studying."
1087	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.1	0.09	0	10	"IH0"	"nogritfast_1087_8_2.wav"	"When you blit Ernie, Mike will be studying."
1111	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.09	0	25	"IH0"	"nogritfast_1111_8_2.wav"	"When you blit Ernie, Mike will be studying."
1139	"fast"	8	"transitive"	"Tapped"	"Unreleased"	0.05	0.08	0	18	"IH0"	"nogritfast_1139_8_2.wav"	"When you blit Ernie, Mike will be studying."
1277	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.05	0	14	"IH0"	"nogritfast_1277_8_2.wav"	"When you blit Ernie, Mike will be studying."
1278	"fast"	8	"transitive"	"Tapped"	"Unreleased"	0.03	0.08	0	28	"IH0"	"nogritfast_1278_8_2.wav"	"When you blit Ernie, Mike will be studying."
1281	"fast"	8	"transitive"	"Tapped"	"Unreleased"	0.04	0.1	0	16	"IH0"	"nogritfast_1281_8_2.wav"	"When you blit Ernie, Mike will be studying."
1283	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.12	0	5	"IH0"	"nogritfast_1283_8_2.wav"	"When you blit Ernie, Mike will be studying."
1284	"fast"	8	"transitive"	"Tapped"	"Unreleased"	0.04	0.09	0	5	"IH0"	"nogritfast_1284_8_2.wav"	"When you blit Ernie, Mike will be studying."
1287	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.12	0.16	0	32	"IH0"	"nogritfast_1287_8_2.wav"	"When you blit Ernie, Mike will be studying."
1288	"fast"	8	"transitive"	"Not Tapped"	"Released"	0.1	0.11	0	1	"IH0"	"nogritfast_1288_8_2.wav"	"When you blit Ernie, Mike will be studying."
1296	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.16	0	4	"IH0"	"nogritfast_1296_8_2.wav"	"When you blit Ernie, Mike will be studying."
1297	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.13	0	8	"IH0"	"nogritfast_1297_8_2.wav"	"When you blit Ernie, Mike will be studying."
1333	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.11	0	27	"IH0"	"nogritfast_1333_8_2.wav"	"When you blit Ernie, Mike will be studying."
1334	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.08	0	2	"IH0"	"nogritfast_1334_8_2.wav"	"When you blit Ernie, Mike will be studying."
1335	"fast"	8	"transitive"	"Tapped"	"Unreleased"	0.04	0.1	0	9	"IH0"	"nogritfast_1335_8_2.wav"	"When you blit Ernie, Mike will be studying."
1336	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.11	0	9	"IH0"	"nogritfast_1336_8_2.wav"	"When you blit Ernie, Mike will be studying."
1337	"fast"	8	"transitive"	"Tapped"	"Unreleased"	0.03	0.08	0	32	"IH0"	"nogritfast_1337_8_2.wav"	"When you blit Ernie, Mike will be studying."
1338	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.03	0.07	0	16	"IH0"	"nogritfast_1338_8_2.wav"	"When you blit Ernie, Mike will be studying."
1339	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.07	0	5	"IH0"	"nogritfast_1339_8_2.wav"	"When you blit Ernie, Mike will be studying."
1340	"fast"	8	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.06	0	11	"IH0"	"nogritfast_1340_8_2.wav"	"When you blit Ernie, Mike will be studying."
1350	"fast"	8	"transitive"	"Not Tapped"	"Released"	0.05	0.13	0	3	"IH0"	"nogritfast_1350_8_2.wav"	"When you blit Ernie, Mike will be studying."
435	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.07	0	17	"IH0"	"nogritfast_435_1_1.wav"	"If you plit, Alice will be mad."
593	"slow"	1	"intransitive"	"Not Tapped"	"Released"	0.1	0.08	0	2	"IH0"	"nogritfast_593_1_1.wav"	"If you plit, Alice will be mad."
1087	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.16	0.13	0	11	"IH0"	"nogritfast_1087_1_1.wav"	"If you plit, Alice will be mad."
1111	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.1	0.15	31	"IH0"	"nogritfast_1111_1_1.wav"	"If you plit, Alice will be mad."
1139	"slow"	1	"intransitive"	"Not Tapped"	"Released"	0.11	0.05	0	23	"IH0"	"nogritfast_1139_1_1.wav"	"If you plit, Alice will be mad."
1277	"slow"	1	"intransitive"	"Not Tapped"	"Released"	0.07	0.04	0	13	"IH0"	"nogritfast_1277_1_1.wav"	"If you plit, Alice will be mad."
1278	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.05	0	30	"IH0"	"nogritfast_1278_1_1.wav"	"If you plit, Alice will be mad."
1281	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.15	0.05	0	14	"IH0"	"nogritfast_1281_1_1.wav"	"If you plit, Alice will be mad."
1283	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.05	0.08	0.18	3	"IH0"	"nogritfast_1283_1_1.wav"	"If you plit, Alice will be mad."
1284	"slow"	1	"intransitive"	"Not Tapped"	"Released"	0.05	0.11	0.3	6	"IH0"	"nogritfast_1284_1_1.wav"	"If you plit, Alice will be mad."
1287	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.13	0	31	"IH0"	"nogritfast_1287_1_1.wav"	"If you plit, Alice will be mad."
1288	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.09	0	3	"IH0"	"nogritfast_1288_1_1.wav"	"If you plit, Alice will be mad."
1296	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.2	0.13	0	5	"IH0"	"nogritfast_1296_1_1.wav"	"If you plit, Alice will be mad."
1297	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.19	0	6	"IH0"	"nogritfast_1297_1_1.wav"	"If you plit, Alice will be mad."
1333	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.15	0.09	0.16	29	"IH0"	"nogritfast_1333_1_1.wav"	"If you plit, Alice will be mad."
1334	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.13	0	6	"IH0"	"nogritfast_1334_1_1.wav"	"If you plit, Alice will be mad."
1335	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.12	0.31	14	"IH0"	"nogritfast_1335_1_1.wav"	"If you plit, Alice will be mad."
1336	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.06	0	10	"IH0"	"nogritfast_1336_1_1.wav"	"If you plit, Alice will be mad."
1337	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.19	0.15	0	25	"IH0"	"nogritfast_1337_1_1.wav"	"If you plit, Alice will be mad."
1338	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.07	0.04	0	15	"IH0"	"nogritfast_1338_1_1.wav"	"If you plit, Alice will be mad."
1339	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.09	0.03	0	1	"IH0"	"nogritfast_1339_1_1.wav"	"If you plit, Alice will be mad."
1340	"slow"	1	"intransitive"	"Not Tapped"	"Unreleased"	0.09	0.07	0	13	"IH0"	"nogritfast_1340_1_1.wav"	"If you plit, Alice will be mad."
1350	"slow"	1	"intransitive"	"Not Tapped"	"Released"	0.04	0.16	0	5	"IH0"	"nogritfast_1350_1_1.wav"	"If you plit, Alice will be mad."
435	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.08	0.17	0	12	"IH0"	"nogritfast_435_1_2.wav"	"If you plit Alice, John will be mad. "
593	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.13	0	23	"IH0"	"nogritfast_593_1_2.wav"	"If you plit Alice, John will be mad. "
1087	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.12	0.17	0	8	"IH0"	"nogritfast_1087_1_2.wav"	"If you plit Alice, John will be mad. "
1111	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.24	0	10	"IH0"	"nogritfast_1111_1_2.wav"	"If you plit Alice, John will be mad. "
1139	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.16	0	1	"IH0"	"nogritfast_1139_1_2.wav"	"If you plit Alice, John will be mad. "
1277	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.04	0	22	"IH0"	"nogritfast_1277_1_2.wav"	"If you plit Alice, John will be mad. "
1278	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.13	0	19	"IH0"	"nogritfast_1278_1_2.wav"	"If you plit Alice, John will be mad. "
1281	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.08	0.12	0	30	"IH0"	"nogritfast_1281_1_2.wav"	"If you plit Alice, John will be mad. "
1283	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.12	0	15	"IH0"	"nogritfast_1283_1_2.wav"	"If you plit Alice, John will be mad. "
1284	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.11	0	32	"IH0"	"nogritfast_1284_1_2.wav"	"If you plit Alice, John will be mad. "
1287	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.22	0	22	"IH0"	"nogritfast_1287_1_2.wav"	"If you plit Alice, John will be mad. "
1288	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.08	0	14	"IH0"	"nogritfast_1288_1_2.wav"	"If you plit Alice, John will be mad. "
1296	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.03	0.23	0	18	"IH0"	"nogritfast_1296_1_2.wav"	"If you plit Alice, John will be mad. "
1297	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.14	0	32	"IH0"	"nogritfast_1297_1_2.wav"	"If you plit Alice, John will be mad. "
1333	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.12	0.11	0	23	"IH0"	"nogritfast_1333_1_2.wav"	"If you plit Alice, John will be mad. "
1334	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.17	0	26	"IH0"	"nogritfast_1334_1_2.wav"	"If you plit Alice, John will be mad. "
1335	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.15	0	23	"IH0"	"nogritfast_1335_1_2.wav"	"If you plit Alice, John will be mad. "
1336	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.14	0	25	"IH0"	"nogritfast_1336_1_2.wav"	"If you plit Alice, John will be mad. "
1337	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.25	0	13	"IH0"	"nogritfast_1337_1_2.wav"	"If you plit Alice, John will be mad. "
1338	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.11	0	23	"IH0"	"nogritfast_1338_1_2.wav"	"If you plit Alice, John will be mad. "
1339	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.08	0	11	"IH0"	"nogritfast_1339_1_2.wav"	"If you plit Alice, John will be mad. "
1340	"slow"	1	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.11	0	17	"IH0"	"nogritfast_1340_1_2.wav"	"If you plit Alice, John will be mad. "
435	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.15	0.11	0.11	10	"AH1"	"nogritfast_435_2_1.wav"	"While you frot, Alex will be waiting."
593	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.08	0.18	0	24	"AH1"	"nogritfast_593_2_1.wav"	"While you frot, Alex will be waiting."
1087	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.08	0	6	"AH1"	"nogritfast_1087_2_1.wav"	"While you frot, Alex will be waiting."
1111	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.18	0.11	0.12	14	"AH1"	"nogritfast_1111_2_1.wav"	"While you frot, Alex will be waiting."
1139	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.16	0.09	0	7	"AH1"	"nogritfast_1139_2_1.wav"	"While you frot, Alex will be waiting."
1277	"slow"	2	"intransitive"	"Not Tapped"	"Released"	0.11	0.07	0	20	"AH1"	"nogritfast_1277_2_1.wav"	"While you frot, Alex will be waiting."
1278	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.14	0.06	0	23	"AH1"	"nogritfast_1278_2_1.wav"	"While you frot, Alex will be waiting."
1281	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.16	0.06	0	27	"AH1"	"nogritfast_1281_2_1.wav"	"While you frot, Alex will be waiting."
1283	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.13	0.06	0.18	9	"AH1"	"nogritfast_1283_2_1.wav"	"While you frot, Alex will be waiting."
1284	"slow"	2	"intransitive"	"Not Tapped"	"Released"	0.1	0.08	0	28	"AH1"	"nogritfast_1284_2_1.wav"	"While you frot, Alex will be waiting."
1287	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.11	0.12	0	18	"AH1"	"nogritfast_1287_2_1.wav"	"While you frot, Alex will be waiting."
1288	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.09	0.06	0	16	"AH1"	"nogritfast_1288_2_1.wav"	"While you frot, Alex will be waiting."
1296	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.17	0.1	0.08	21	"AH1"	"nogritfast_1296_2_1.wav"	"While you frot, Alex will be waiting."
1297	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.04	0.12	0	26	"AH1"	"nogritfast_1297_2_1.wav"	"While you frot, Alex will be waiting."
1333	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.18	0.06	0	24	"AH1"	"nogritfast_1333_2_1.wav"	"While you frot, Alex will be waiting."
1334	"slow"	2	"intransitive"	"Not Tapped"	"Released"	0.11	0.15	0	29	"AH1"	"nogritfast_1334_2_1.wav"	"While you frot, Alex will be waiting."
1335	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.2	0.12	0.35	22	"AH1"	"nogritfast_1335_2_1.wav"	"While you frot, Alex will be waiting."
1336	"slow"	2	"intransitive"	"Not Tapped"	"Released"	0.12	0.09	0.13	32	"AH1"	"nogritfast_1336_2_1.wav"	"While you frot, Alex will be waiting."
1337	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.17	0.14	0	9	"AH1"	"nogritfast_1337_2_1.wav"	"While you frot, Alex will be waiting."
1338	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.14	0.08	0	20	"AH1"	"nogritfast_1338_2_1.wav"	"While you frot, Alex will be waiting."
1339	"slow"	2	"intransitive"	"Not Tapped"	"Released"	0.14	0.12	0.05	10	"AH1"	"nogritfast_1339_2_1.wav"	"While you frot, Alex will be waiting."
1340	"slow"	2	"intransitive"	"Not Tapped"	"Unreleased"	0.1	0.04	0	21	"AH1"	"nogritfast_1340_2_1.wav"	"While you frot, Alex will be waiting."
1350	"slow"	2	"intransitive"	NA	NA	0.08	0.15	0	21	"AH1"	"nogritfast_1350_2_1.wav"	"While you frot, Alex will be waiting."
435	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.1	0.13	0	25	"AH1"	"nogritfast_435_2_2.wav"	"While you frot Alex, Bob will be waiting."
593	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.05	0.15	0	13	"AH1"	"nogritfast_593_2_2.wav"	"While you frot Alex, Bob will be waiting."
1087	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.14	0.14	0	21	"AH1"	"nogritfast_1087_2_2.wav"	"While you frot Alex, Bob will be waiting."
1111	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.12	0.16	0	22	"AH1"	"nogritfast_1111_2_2.wav"	"While you frot Alex, Bob will be waiting."
1139	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.06	0.12	0	29	"AH1"	"nogritfast_1139_2_2.wav"	"While you frot Alex, Bob will be waiting."
1277	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.1	0.07	0	3	"AH1"	"nogritfast_1277_2_2.wav"	"While you frot Alex, Bob will be waiting."
1278	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.12	0	16	"AH1"	"nogritfast_1278_2_2.wav"	"While you frot Alex, Bob will be waiting."
1281	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.13	0.11	0	20	"AH1"	"nogritfast_1281_2_2.wav"	"While you frot Alex, Bob will be waiting."
1283	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.07	0.11	0	20	"AH1"	"nogritfast_1283_2_2.wav"	"While you frot Alex, Bob will be waiting."
1284	"slow"	2	"transitive"	"Tapped"	"Unreleased"	0.05	0.08	0	11	"AH1"	"nogritfast_1284_2_2.wav"	"While you frot Alex, Bob will be waiting."
1287	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.09	0.1	0	4	"AH1"	"nogritfast_1287_2_2.wav"	"While you frot Alex, Bob will be waiting."
1288	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.08	0.1	0	29	"AH1"	"nogritfast_1288_2_2.wav"	"While you frot Alex, Bob will be waiting."
1296	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.1	0.15	0	30	"AH1"	"nogritfast_1296_2_2.wav"	"While you frot Alex, Bob will be waiting."
1297	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.03	0.18	0	11	"AH1"	"nogritfast_1297_2_2.wav"	"While you frot Alex, Bob will be waiting."
1333	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.11	0	6	"AH1"	"nogritfast_1333_2_2.wav"	"While you frot Alex, Bob will be waiting."
1334	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.04	0.13	0	21	"AH1"	"nogritfast_1334_2_2.wav"	"While you frot Alex, Bob will be waiting."
1335	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.13	0.12	0	8	"AH1"	"nogritfast_1335_2_2.wav"	"While you frot Alex, Bob will be waiting."
1336	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.12	0	24	"AH1"	"nogritfast_1336_2_2.wav"	"While you frot Alex, Bob will be waiting."
1337	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.18	0.27	0	20	"AH1"	"nogritfast_1337_2_2.wav"	"While you frot Alex, Bob will be waiting."
1338	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.03	0.13	0	2	"AH1"	"nogritfast_1338_2_2.wav"	"While you frot Alex, Bob will be waiting."
1339	"slow"	2	"transitive"	"Tapped"	"Unreleased"	0.1	0.12	0	28	"AH1"	"nogritfast_1339_2_2.wav"	"While you frot Alex, Bob will be waiting."
1340	"slow"	2	"transitive"	"Not Tapped"	"Unreleased"	0.1	0.12	0	29	"AH1"	"nogritfast_1340_2_2.wav"	"While you frot Alex, Bob will be waiting."
1350	"slow"	2	"transitive"	NA	NA	0.08	0.16	0	30	"AH1"	"nogritfast_1350_2_2.wav"	"While you frot Alex, Bob will be waiting."
435	"slow"	3	"intransitive"	"Not Tapped"	"Released"	0.22	0.14	0.18	27	"AE1"	"nogritfast_435_3_1.wav"	"When you zat, Amy will be talking."
593	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.23	0.08	0	10	"AE1"	"nogritfast_593_3_1.wav"	"When you zat, Amy will be talking."
1087	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.27	0.11	0	24	"AE1"	"nogritfast_1087_3_1.wav"	"When you zat, Amy will be talking."
1111	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.25	0.12	0	18	"AE1"	"nogritfast_1111_3_1.wav"	"When you zat, Amy will be talking."
1139	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.27	0.11	0.19	30	"AE1"	"nogritfast_1139_3_1.wav"	"When you zat, Amy will be talking."
1277	"slow"	3	"intransitive"	"Not Tapped"	"Released"	0.18	0.11	0.2	4	"AE1"	"nogritfast_1277_3_1.wav"	"When you zat, Amy will be talking."
1278	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.26	0.09	0	12	"AE1"	"nogritfast_1278_3_1.wav"	"When you zat, Amy will be talking."
1281	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.26	0.14	0	22	"AE1"	"nogritfast_1281_3_1.wav"	"When you zat, Amy will be talking."
1283	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.21	0.08	0.21	23	"AE1"	"nogritfast_1283_3_1.wav"	"When you zat, Amy will be talking."
1284	"slow"	3	"intransitive"	"Not Tapped"	"Released"	0.17	0.1	0.37	10	"AE1"	"nogritfast_1284_3_1.wav"	"When you zat, Amy will be talking."
1287	"slow"	3	"intransitive"	"Not Tapped"	"Released"	0.19	0.15	0.14	6	"AE1"	"nogritfast_1287_3_1.wav"	"When you zat, Amy will be talking."
1288	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.18	0.08	0.15	32	"AE1"	"nogritfast_1288_3_1.wav"	"When you zat, Amy will be talking."
1296	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.23	0.1	0	32	"AE1"	"nogritfast_1296_3_1.wav"	"When you zat, Amy will be talking."
1297	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.24	0.12	0	16	"AE1"	"nogritfast_1297_3_1.wav"	"When you zat, Amy will be talking."
1333	"slow"	3	"intransitive"	"Not Tapped"	"Released"	0.22	0.11	0	5	"AE1"	"nogritfast_1333_3_1.wav"	"When you zat, Amy will be talking."
1334	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.22	0.13	0	17	"AE1"	"nogritfast_1334_3_1.wav"	"When you zat, Amy will be talking."
1335	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.33	0.18	0.24	4	"AE1"	"nogritfast_1335_3_1.wav"	"When you zat, Amy will be talking."
1336	"slow"	3	"intransitive"	"Not Tapped"	"Released"	0.2	0.14	0	21	"AE1"	"nogritfast_1336_3_1.wav"	"When you zat, Amy will be talking."
1337	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.34	0.14	0.17	17	"AE1"	"nogritfast_1337_3_1.wav"	"When you zat, Amy will be talking."
1338	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.17	0.13	0	1	"AE1"	"nogritfast_1338_3_1.wav"	"When you zat, Amy will be talking."
1339	"slow"	3	"intransitive"	"Not Tapped"	"Released"	0.1	0.09	0	27	"AE1"	"nogritfast_1339_3_1.wav"	"When you zat, Amy will be talking."
1340	"slow"	3	"intransitive"	"Not Tapped"	"Unreleased"	0.2	0.09	0.09	28	"AE1"	"nogritfast_1340_3_1.wav"	"When you zat, Amy will be talking."
1350	"slow"	3	"intransitive"	NA	NA	0.11	0.12	0	28	"AE1"	"nogritfast_1350_3_1.wav"	"When you zat, Amy will be talking."
435	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.18	0.2	0	5	"AE1"	"nogritfast_435_3_2.wav"	"When you zat Amy, Fred will be talking."
593	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.11	0.16	0	27	"AE1"	"nogritfast_593_3_2.wav"	"When you zat Amy, Fred will be talking."
1087	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.25	0.17	0	28	"AE1"	"nogritfast_1087_3_2.wav"	"When you zat Amy, Fred will be talking."
1111	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.21	0.15	0	5	"AE1"	"nogritfast_1111_3_2.wav"	"When you zat Amy, Fred will be talking."
1139	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.14	0.18	0	13	"AE1"	"nogritfast_1139_3_2.wav"	"When you zat Amy, Fred will be talking."
1277	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.13	0.17	0	32	"AE1"	"nogritfast_1277_3_2.wav"	"When you zat Amy, Fred will be talking."
1278	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.15	0.16	0	7	"AE1"	"nogritfast_1278_3_2.wav"	"When you zat Amy, Fred will be talking."
1281	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.22	0.16	0	4	"AE1"	"nogritfast_1281_3_2.wav"	"When you zat Amy, Fred will be talking."
1283	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.21	0.13	0.11	31	"AE1"	"nogritfast_1283_3_2.wav"	"When you zat Amy, Fred will be talking."
1284	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.16	0.16	0	23	"AE1"	"nogritfast_1284_3_2.wav"	"When you zat Amy, Fred will be talking."
1287	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.16	0.12	0	15	"AE1"	"nogritfast_1287_3_2.wav"	"When you zat Amy, Fred will be talking."
1288	"slow"	3	"transitive"	"Tapped"	"Unreleased"	0.1	0.11	0	20	"AE1"	"nogritfast_1288_3_2.wav"	"When you zat Amy, Fred will be talking."
1296	"slow"	3	"transitive"	"Not Tapped"	"Unreleased"	0.23	0.13	0	15	"AE1"	"nogritfast_1296_3_2.wav"	"When you zat Amy, Fred will be talking."
1297	"slow"	3	"transitive"	"Tapped"	"Unreleased"	0.17	0.13	0	18	"AE1"	"nogritfast_1297_3_2.wav"	"When you zat Amy, Fred will be talking."
